title,original_title,original_language,overview,budget,revenue,runtime,release_date,genres,popularity,vote_average,vote_count,num_genres,release_year
Why Do Fools Fall In Love,Why Do Fools Fall In Love,en,"In the mid-80s, three women (each with an attorney) arrive at the office of New York entertainment manager, Morris Levy. One is an L.A. singer, formerly of the Platters; one is a petty thief from Philly; one teaches school in a small Georgia town. Each claims to be the widow of long-dead doo-wop singer-songwriter Frankie Lyman, and each wants years of royalties due to his estate, money Levy has never shared. During an ensuing civil trial, flashbacks tell the story of each one's life with Lyman, a boyish, high-pitched, dynamic performer, lost to heroin. Slowly, the three wives establish their own bond.",2694274.08,12413650.0,116.0,1998-08-28,"('Drama', 'Romance')",0.897413,6.4,12.0,2,1998.0
City of Industry,City of Industry,en,"A retired thief swears revenge on the lunatic who murdered his brother and partner, while going on the run with the loot they stole.",8000000.0,2695502.85,97.0,1997-03-14,"('Crime', 'Thriller', 'Drama')",1.922014,5.6,14.0,3,1997.0
Picture Bride,Picture Bride,en,"Riyo, an orphaned 17-year old, sails from Yokohama to Hawaii in 1918 to marry Matsuji, a man she has never met. Hoping to escape a troubled past and start anew, Riyo is bitterly disappointed upon her arrival: her husband is twice her age. The miserable girl finds solace with her new friend Kana, a young mother who helps Riyo accept her new life.",6293924.05,565473.26,94.0,1995-05-05,"('Drama', 'History')",1.296912,7.4,5.0,2,1995.0
MacGyver: Lost Treasure of Atlantis,MacGyver: Lost Treasure of Atlantis,en,"Hunting artifacts attributed to Zenon (an ancient scientist from Atlantis), MacGyver and his old professor end up searching for the lost city.",2634187.46,2884039.17,93.0,1994-05-14,"('Action', 'Adventure')",0.967882,5.6,19.0,2,1994.0
Khel,Khel,en,Two friends falling in love with the same girl leads to murder and intrigue.,8217498.56,5333257.63,174.0,2003-11-11,"('Action', 'Thriller')",0.073323,5.0,1.0,2,2003.0
Ardor,밀애,ko,"In revenge for her husband's infidelity, a young beautiful housewife, Mi-heun, starts an affair with an attractive young doctor, In-gyu. Despite her husband's efforts to regain her love and the disapproval by the conservative little town, Mi-huen gradually finds happiness and satisfaction in the affair and decides to turn her back on her quiet life.",5479749.37,2687419.31,112.0,2002-11-08,"('Drama', 'Thriller')",1.878372,5.8,3.0,2,2002.0
Love Is the Devil: Study for a Portrait of Francis Bacon,Love Is the Devil: Study for a Portrait of Francis Bacon,en,"Biography of the British painter Francis Bacon. The movie focuses on his relationship with George Dyer, his lover. Dyer was a former small time crook.",1223083.4,2233165.52,90.0,1998-09-16,"('TV Movie', 'Drama')",1.354102,6.7,19.0,2,1998.0
Gretchen the Greenhorn,Gretchen the Greenhorn,en,"Gretchen Van Houck is just arriving in the USA, on a ship from Holland. She joins her father, who has already spent several years in America, where he owns an engraving business. In the tenement community where the Van Houcks live, there are residents of many nationalities. Gretchen soon becomes close friends with Pietro, a popular resident, and she also takes an interest in the widow Garrity and her children. Another resident, Rogers, is more mysterious. One day Rogers tells Mr. Van Houck that he could help him get a job printing money for the government. Van Houck eagerly agrees to try, but when he finds out what Rogers is really doing, he is placed in a painful dilemma.",282776.49,6564970.83,58.0,1916-09-03,(),0.153125,5.5,2.0,0,1916.0
Don't Click,미확인 동영상 : 절대클릭금지,ko,"A horror movie about the mysterious happenings that happen to a pair of sisters after watching an unidentified video. Directed by Kim Tae-kyeong, Park Bo-yeong plays Se-hee who tries to save her sister Jeong-mi, her boyfriend Joo Won and Kang Byeol plays the sister.",5278545.37,3263326.93,93.0,2012-05-30,"('Horror', 'Crime', 'Mystery')",2.325504,4.8,17.0,3,2012.0
This Could Be the Night,This Could Be the Night,en,"To earn extra money, a prim schoolteacher takes a second job as secretary to the uncouth owner of a boisterous nightclub. Released in 1957, starring Jean Simmons, Paul Douglas, Anthony Franciosa, Joan Blondell, Julie Wilson, Rafael Campos, Neile Adams, ZaSu Pitts and J. Carrol Naish.",6602923.5,2499818.5,120.0,1957-05-14,"('Comedy',)",0.158073,5.0,1.0,1,1957.0
Diary of the Dead,Diary of the Dead,en,A group of young film students run into real-life zombies while filming a horror movie of their own.,2000000.0,5364858.0,95.0,2007-09-08,"('Horror', 'Action', 'Science Fiction')",12.001324,5.4,194.0,3,2007.0
Casualties of War,Casualties of War,en,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager. Based on the actual events of an incident on Hill 192 in November, 1966.",22500000.0,18671317.0,113.0,1989-08-18,"('Drama', 'History', 'War')",7.435688,6.8,203.0,3,1989.0
Broadway Thru a Keyhole,Broadway Thru a Keyhole,en,"Racketeer Frank Rocci is smitten with Joan Whelan, a dancer at Texas Guinan's famous Broadway night spot. He uses his influence to help her get a starring role in the show, hoping that it will also get Joan to fall in love with him. After scoring a hit, Joan accepts Frank's marriage proposal, more out of gratitude than love. The situation gets even stickier when she falls for a handsome band leader during a trip to Florida. Can she tell Frank she's in love with someone else?",1158996.63,3388590.97,90.0,1933-11-02,"('Romance', 'Music', 'Drama')",0.299094,0.0,0.0,3,1933.0
The Soldier and the Lady,The Soldier and the Lady,en,"Based on a story by Jules Verne and featuring battle footage from a French film version of the tale, this epic action-adventure follows a courageous courier of the Czar Alexander II as he struggles to deliver vital information to Russian troops fighting a losing battle against the invading Tartar hoards in Siberia.",2494626.81,3491589.51,85.0,1937-04-09,"('Adventure', 'History', 'Romance', 'War')",0.038377,0.0,0.0,4,1937.0
Not My Life,Not My Life,en,"After a car accident, a woman with a seemingly perfect life begins to have visions that suggest she is not who she thinks she is.",2496923.84,2133490.46,120.0,2006-09-03,"('Thriller',)",0.713935,3.5,2.0,1,2006.0
Mademoiselle,Mademoiselle,fr,"Claire is a young woman who leads a somewhat formatted life. Pierre is an improviser, but not an actor. Brief encounter, brief romance, doomed or not, who can say? When things like that happen, you act on the spur of the moment.",1243586.89,524547.83,85.0,2001-03-21,"('Drama', 'Romance')",0.150525,5.8,3.0,2,2001.0
Charlie Countryman,Charlie Countryman,en,"While traveling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.",21011157.04,11650.0,108.0,2013-02-09,"('Action', 'Comedy', 'Drama', 'Romance', 'Thriller')",9.609726,6.4,267.0,5,2013.0
The Unbelievable Truth,The Unbelievable Truth,en,"After serving time for murder, Josh Hutton returns to his home town where he meets Audry Hugo. No one can remember exactly what Josh did...",6549734.71,3396815.05,90.0,1989-04-01,"('Comedy', 'Drama', 'Romance')",2.407454,7.4,18.0,3,1989.0
One Froggy Evening,One Froggy Evening,en,"A workman finds a singing frog in the cornerstone of an old building being demolished. But when he tries to cash in on his discovery, he finds the frog will sing only for him, and just croak for the talent agent and the audience in the theater he's spent his life savings on.",1222786.46,39889713.26,7.0,1955-12-30,"('Animation', 'Comedy', 'Family')",2.033049,7.8,33.0,3,1955.0
La vie est à nous,La vie est à nous,fr,"A propaganda film of the communist party of France, showing how the comrades help the proletariat against the capitalists.",775523.04,2345875.33,66.0,1936-04-07,(),0.149962,6.7,3.0,0,1936.0
Paradise Now,Paradise Now,en,Paradise Now is filmed from the perspective of two Palestinian men who are preparing to perform a suicide attack in Israel. This is the first film to deal with the subject of suicide bombers.,6462157.98,3357075.0,90.0,2005-02-14,"('Thriller', 'Crime', 'Drama')",3.714186,6.9,63.0,3,2005.0
"10,000 Days","10,000 Days",en,"10,000 Days ago, Comet 23 struck Earth with the magnitude of all the nuclear weapons in the world sending the planet into a deep freeze. Now, 27 years in the future, those who survived are locked in an epic battle of life or death.",7436904.06,4310631.89,91.0,2014-11-23,"('Science Fiction',)",1.807454,3.0,4.0,1,2014.0
Troll 2,Troll 2,en,A young child is terrified to discover that a planned family trip is to be haunted by vile plant-eating monsters out of his worst nightmare...,17908200.0,31091125.46,95.0,1990-10-12,"('Horror',)",7.932049,3.6,101.0,1,1990.0
Deadly Daycare,Deadly Daycare,en,"Rachel decides to take her three year old daughter to daycare. As the days pass, the woman feels that the teacher turns too with her daughter, reaching an almost obsessive relationship.",704281.31,1907096.7,88.0,2014-10-24,"('Drama', 'Thriller')",0.334359,3.0,5.0,2,2014.0
Bad Karma,Bad Karma,en,"Killer Krishnas, Bondage Beauties, Stupid Students and Rampaging Rednecks in the craziest, bloodiest short film you'll ever see!",561320.29,14043201.99,36.0,1991-01-01,"('Horror',)",0.00068,0.0,0.0,1,1991.0
Assassin's Bullet,Assassin's Bullet,en,"In Assassin's Bullet, Slater plays Robert Diggs, a black ops agent who comes to work for Ambassador Ashdown (Hunger Games star Donald Sutherland), tracking down a vigilante assassin in Eastern Europe. The maverick hit(wo)man has been taking out high-profile targets on the U.S. hit list, and Diggs must uncover the killer's identity before there's an international incident. The usual game of cat and mouse ensues.",5000000.0,11356761.51,91.0,2012-08-01,"('Action', 'Thriller')",2.269177,3.3,25.0,2,2012.0
Shree 420,Shree 420,hi,"Wearing torn Japanese shoes, English trousers, a red Russian cap, and a Hindustani heart, orphaned Ranbir Raj comes to Bombay to make his fortune. He pawns his gold medal, gambles with the money, loses everything, & the balance is pick-pocketed. He ends up on the beach, meets with Vidya Shastri, a teacher who runs a private school, and both fall in love. Ranbir gets a job in a laundry. When he goes to deliver some clothes to Maya, she notices that he has a way with cards, gets him to accompany her to a casino of sorts, where he wins Rs.20000/-, which unfortunately is pocketed by Maya. Then a rich industrialist, Sonanand Dharmachand, approaches Ranbir, hires him to work for him, and soon Ranbir is on his way to a wealthy life. Vidya gets a first hand look at this wealthy life, and decides to break up with him. Sonachand teaches Ranbir that in order to make money one must never discriminate between the rich and poor...",3056896.8,30098895.55,168.0,1955-01-07,"('Romance', 'Drama')",0.529872,9.0,3.0,2,1955.0
Butch and Sundance: The Early Days,Butch and Sundance: The Early Days,en,"A ""prequel"" of sorts to ""Butch Cassidy and the Sundance Kid,"" chronicling the two outlaws' lives in the years before the events portrayed in the Newman/Redford movie.",2520743.16,3038702.36,115.0,1979-06-15,"('Western',)",0.627647,4.6,8.0,1,1979.0
Bon appétit,Bon appétit,en,A romantic comedy centered on two young cooks and a female sommelier working in a famous Zurich luxury restaurant.,1316469.29,737990.88,91.0,2010-11-12,"('Romance',)",0.965179,5.3,8.0,1,2010.0
The Brain Man,脳男,ja,"A seemingly random series of bombings in a provincial city. The latest target is a public bus route. Detective Chaya chased terrorists and arrested a mysterious man with keen intelligence and physical power. The psychologist in charge of evaluating him is dr. Mariko. After the psychiatric examination, she puts toward a hypothesis – “Is it possible he was born without emotions?”",6738811.93,5041862.89,123.0,2013-02-09,"('Mystery',)",1.285491,5.9,18.0,1,2013.0
Hey Good Lookin',Hey Good Lookin',en,"An outrageous, affectionate look at coming of age in the Eisenhower era in Brooklyn.",1500000.0,1259887.22,76.0,1982-10-01,"('Animation', 'Comedy', 'Drama')",0.257958,6.8,7.0,3,1982.0
Loners,Samotáři,cs,"Robert works for a travel agency and helps to arrange scenes from the everyday lives of ""ordinary"" Czech families as an attraction for Japanese tourists. He also works as a kind of matchmaker and occasionally helps to put together some of his friends. He helps to separate his friend Hanka from Peter, an announcer for an independent radio station who tries to capture ""real"" life by recording the moments from ""reality"" and playing them over the air. Vesna, came to Prague from Macedonia because it is according to her the best place for UFOs to land, but her real reason for coming is somewhat different... Hanka is followed by the crazy Ondrej, until then a respected brain surgeon, and married with two kids. Through him she meets Jacob, who uses copious amounts of weed in order to be constructive in this gloomy world. On the other hand, this destroys his short-term memory - and he forgets that he already has a girlfriend...",3398508.08,2360312.66,103.0,2000-04-13,"('Comedy', 'Drama')",1.308417,7.9,12.0,2,2000.0
Cass,Cass,en,"The incredible true story of how an orphaned Jamaican baby, adopted by an elderly white couple and brought up in an all white area of London, became one of the most feared and respected men in Britain.",8356672.35,4083374.01,108.0,2008-01-08,"('Crime', 'Drama')",2.49521,6.1,19.0,2,2008.0
MouseHunt,MouseHunt,en,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of it's single, stubborn occupant: a tiny and tenacious mouse.",38000000.0,122417389.0,98.0,1997-12-19,"('Comedy', 'Family')",6.456233,6.2,297.0,2,1997.0
KidPoker,KidPoker,en,"Follow the winding career and personal life of professional poker phenom Daniel Negreanu, who rose from humble roots to become the game's top ace.",1069188.24,962047.55,88.0,2015-12-01,"('Documentary',)",0.45676,7.0,4.0,1,2015.0
The Band,The Band,en,Australian film about a fictional sub-par Australian band and their journey to becoming famous,1314521.71,1953453.87,90.0,2009-11-17,"('Comedy', 'Music', 'Romance')",0.417214,3.3,7.0,3,2009.0
How to Hook Up Your Home Theater,How to Hook Up Your Home Theater,en,"Goofy tries to set up his new home theater in time for the big game, with disastrous results.",3007860.55,23518220.87,6.0,2007-12-21,"('Animation', 'Comedy')",2.325702,7.8,17.0,2,2007.0
Scooby-Doo! and the Loch Ness Monster,Scooby-Doo! and the Loch Ness Monster,en,"Scooby-Doo, Shaggy, and the Mystery Inc. crew travel to Scotland on vacation and find themselves unexpectedly tackling their biggest monstrosity ever: the Loch Ness Monster! Does it really exist? Early evidence suggests a scary ""yes"" when something gigantic appears outside the window of Daphne's ancestral family castle. Will Scooby-Doo and crew solve one of history's longest-running mysteries?",99999999999.0,7239869.77,74.0,2004-06-21,"('Animation', 'Family', 'Comedy')",5.244817,6.8,37.0,3,2004.0
Saint Tropez - Saint Tropez,Saint Tropez - Saint Tropez,it,"Four stories of love are interwoven on the beautiful, coastal paradise of Saint Tropez.",6357718.74,2755040.69,98.0,1992-01-01,(),1.114225,2.0,3.0,0,1992.0
The Year 01,L'an 01,fr,"The film narrates a utopian abandonment, consensual and festive of the market economy and high productivity. The population decides on a number of resolutions beginning with ""We stop everything"" and the second ""After a total downtime will be revived-reluctantly-that the services and products including lack will prove intolerable. Probably: water to drink, electricity for reading at night, the TSF to say ""This is not the end of the world, this is an 01, and now a page of Celestial Mechanics"". The implementation of these resolutions is the first day of a new era, Year 01. The Year 01 is emblematic of the challenge of the 1970s and covers such diverse topics as ecology, negation of authority, free love, communal living, rejection of private property and labor.",687990.77,1283428.6,90.0,1973-02-22,"('Comedy',)",0.64636,7.6,5.0,1,1973.0
The Staircase II: The Last Chance,The Staircase II: The Last Chance,en,"Explosive developments - implicating both the forensics laboratory of the police department of North Carolina, and Duane Deaver, its chief - shed new light on the case of murder suspect Michael Peterson.",4560418.44,2456199.72,130.0,2012-11-15,"('Documentary',)",0.469669,7.8,8.0,1,2012.0
"Chill Out, Scooby-Doo!","Chill Out, Scooby-Doo!",en,"The gang's vacation to Paris takes a wrong turn when Scooby and Shaggy miss their flight and end up on a skydiving expedition in the Himalayas. To make matters worse, upon arrival they must outrun the Abominable Snowmonster.",10883109.21,9040198.32,90.0,2007-09-04,"('Action', 'Adventure', 'Animation', 'Family', 'Mystery')",8.785888,6.4,27.0,5,2007.0
Doctor Who: The Next Doctor,Doctor Who: The Next Doctor,en,"The Doctor arrives in Victorian London, it's Christmas, but the snow isn't the only thing descending on the tranquil and jubilant civilization...familiar silver giants of an alternate reality are amassing in numbers, The Cybermen are on the move again, and the only beings who can stop them are The Doctor...and another Doctor?",3359870.2,15026785.02,60.0,2008-12-25,"('Adventure', 'Drama', 'Family', 'Science Fiction')",3.229702,7.4,51.0,4,2008.0
The Ghost,령,ko,"A teenage girl suffering from amnesia discovers that she is somehow connected to a group of people who are being killed off one by one by a vengeful ghost. Min Ji-Won (Kim Ha-Neul) suffers from amnesia caused by an accident almost a year ago. After the accident, Min Ji-Won is a shy person. Prior to the accident, Min Ji-Won was the leader of a gang of four girl bullies. Through pictures, Min Ji-Won learns about the three other members and she wants to learn what happened to them. While Min Ji-Won attempts to unravel the mystery, her former friends are killed one by one ...",4306605.77,5607276.64,98.0,2004-06-17,"('Horror', 'Thriller', 'Foreign')",1.954925,6.2,21.0,3,2004.0
Dickson Experimental Sound Film,Dickson Experimental Sound Film,en,William K.L. Dickson plays the violin while two men dance. This is the oldest surviving sound film where sound is recorded on the phonograph.,657923.28,21350164.44,1.0,1894-08-31,(),0.493914,6.7,18.0,0,1894.0
Sometimes in April,Sometimes in April,en,"Debra Winger, Oris Erhuero and Idris Elba star in this drama framed by the Rwandan genocide.",11610137.6,7876443.57,140.0,2005-02-17,"('Drama', 'History', 'War')",3.687491,7.2,16.0,3,2005.0
Comedian,Comedian,en,"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road.",8409308.76,2744253.0,82.0,2002-10-25,"('Comedy', 'Documentary')",7.938629,6.8,21.0,2,2002.0
The Audience,L'udienza,it,Caustic satire on bureaucracy of the Vatican authority and a simple Italian who wants to achieve the audience with the Pope.,402382.31,8750008.73,99.73,1972-01-01,"('Drama', 'Comedy')",0.802046,5.8,4.0,2,1972.0
Charade,Charade,en,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines. But why does Peter keep changing his name?",4000000.0,13474588.0,113.0,1963-12-05,"('Comedy', 'Mystery', 'Romance', 'Thriller')",7.098731,7.7,351.0,4,1963.0
The Everyday,The Everyday,en,"Interviews about the film ""Meanwhile"" with director Hal Hartley, actor DJ Mendel, and editor Kyle Gilman.",437742.62,4427572.2,15.0,2013-04-23,"('Documentary',)",0.010588,0.0,0.0,1,2013.0
Invisible Target,男兒本色,cn,"Three cops team up to bring down a criminal gang of seven, who have their own hidden agenda.",9058025.0,17718369.73,129.0,2007-01-01,"('Action',)",2.497472,6.6,28.0,1,2007.0
Hysteria: The Def Leppard Story,Hysteria: The Def Leppard Story,en,"A dramatization of the early years of the hard rock band, Def Leppard, the group faces both success and personal tragedies such as drummer, Rick Allen losing his arm in a car accident and guitarist Steve Clark's alcohol addiction.",3953370.57,2006297.98,90.0,2001-07-18,"('Drama', 'Music')",2.046809,5.2,8.0,2,2001.0
Egg,Yumurta,tr,"Poet Yusuf (35-38) returns to his childhood hometown, which he hadn't visited for years, upon his mother's death. He is faced with a neglected, crumbling house. Ayla, a young girl (17-19) awaits him there. Yusuf has been unaware of the existence of this distant relation who had been living with his mother for five years; He stays by his dead mother's bedside for a while on the morning of his return...",1246550.36,999805.1,97.0,2007-11-09,"('Drama',)",0.735263,4.8,8.0,1,2007.0
Blue Sky Bones,Lanse Gutou,en,An unhappy love story under the Cultural Revolution in China seen from the son who was born from that romance - who is now a Chinese rock star,1104677.27,846194.2,101.0,2013-11-13,(),0.223245,6.9,4.0,0,2013.0
Strangeland,Strangeland,en,"A pierced and tattooed sadist, Captain Howdy, trolls the Internet for naive teens, luring them to his home to torture and defile them. When Howdy kidnaps and tortures the daughter of police Detective Mike Gage, he is caught. Deemed insane, he is sent to an asylum but is released soon after, seemingly better. However, Gage knows it is only a matter of time before Howdy strikes again, and he's ready to unleash his own form of retribution when the time comes.",1100000.0,631221.0,86.0,1998-10-02,"('Horror',)",2.31478,4.7,36.0,1,1998.0
The Mind Snatchers,The Mind Snatchers,en,A German scientist works on a way of quelling overly aggressive soldiers by developing implants that directly stimulate the pleasure centers of the brain.,1064727.93,1990024.14,94.0,1972-06-28,"('Science Fiction', 'Thriller')",0.170247,5.5,3.0,2,1972.0
The Cossacks,The Cossacks,en,"Stirring romance, hard riding, desperate fighting with the Cossacks playing their game of war and chivalry. A mighty picturization of Count Leo Tolstoi's famous novel of the same name.",866202.69,3081353.78,92.0,1928-06-23,"('Drama',)",0.373143,0.0,0.0,1,1928.0
The Furies,The Furies,en,"A New Mexico cattle man and his strong-willed daughter clash over the man's choice for a new bride. Things get worse when the elder man has his daughter's lover hanged. With the help of an old flame, a gambler, the daughter puts into motion a plan to drive her father from his estate.",10953263.11,13341184.12,10000.0,1950-08-16,"('Drama', 'Western', 'Romance')",7.437611,6.8,13.0,3,1950.0
Dreamboat,Dreamboat,en,"Thornton Sayre (Clifton Webb), a respected college professor - secretly formerly a Silent films romantic action hero - is disturbed, feeling his privacy has been violated, and his professional credibility as a scholar jeopardized, when he learns his old movies have been resurrected and are being aired on TV. He sets out to demand this cease. However, his former co-star (Ginger Rogers) is the hostess of the TV show playing the films, and she has other plans.",1324466.86,1061841.15,83.0,1952-07-26,"('Comedy',)",0.479288,7.0,5.0,1,1952.0
The Jewish Cardinal,Le métis de Dieu,en,"The Jewish Cardinal tells the amazing true story of Jean-Marie Lustiger, the son of Polish-Jewish immigrants, who maintained his cultural identity as a Jew even after converting to Catholicism at a young age, and later joining the priesthood. Quickly rising within the ranks of the Church, Lustiger was appointed Archbishop of Paris by Pope John Paul II―and found a new platform to celebrate his dual identity as a Catholic Jew, earning him both friends and enemies from either group. When Carmelite nuns settle down to build a convent within the cursed walls of Auschwitz, Lustiger finds himself a mediator between the two communities―and he may be forced, at last, to choose his side.",1330434.59,680961.37,96.0,2013-01-24,"('Drama', 'History')",0.147828,6.8,2.0,2,2013.0
War of the Buttons,La Nouvelle Guerre des boutons,fr,"Occupied France; Lebrac leads a play war between two rival kid gangs, but a girl he likes, who's Jewish, is in danger of being discovered by local Nazi sympathisers. Lebrac and the village must now respond to the reality of what's happening.",15000000.15,9430966.93,100.0,2011-09-20,"('Adventure', 'Family')",8.028926,5.8,119.0,2,2011.0
The Slingshot,Kådisbellan,sv,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",3843855.57,1400877.59,102.0,1993-09-24,"('Drama',)",1.764582,6.2,10.0,1,1993.0
Fresh Bait,L'appât,fr,"With the ambition to start a boutique overseas but without the means to do so, Nathalie finds herself in a desperate situation, where she would do anything to acquire what she needs. Along with her boyfriend, Eric, and his friend Bruno, she concocts a plan where she seduces clueless men and accompanies them to their places, then allows Eric and Bruno to break in. But the three soon encounter trouble after one of their schemes ends in murder.",3803326.25,7211594.24,117.0,1995-03-08,"('Drama', 'Crime')",1.343707,6.7,11.0,2,1995.0
Marilyn Hotchkiss' Ballroom Dancing & Charm School,Marilyn Hotchkiss' Ballroom Dancing & Charm School,en,"Writer-director Randall Miller's heart-achingly sweet drama centers on the unsatisfying personal life of protagonist Frank Keane (Robert Carlyle), a sensitive baker who remains deeply despondent over his late wife's untimely death. When Frank helps a stranger (John Goodman) who's sidelined by a fatal accident on his way to a fateful reunion, he decides to show up for the rendezvous in the man's place. In the process, he finds hope and redemption.",2500000.0,5379924.08,103.0,2006-01-24,"('Comedy', 'Drama', 'Romance')",7.113961,5.1,12.0,3,2006.0
The Big Land,The Big Land,en,"Back home in Texas following the Civil War, former Confederate officer Chad Morgan (Alan Ladd) leads a cattle drive to Missouri, assuring fellow ranchers that their stock will bring $10 a head at auction. Instead, ruthless cattle baron Brog (Anthony Caruso) has scared off all competition and offers much less.",607364.13,1234797.69,92.0,1957-03-01,"('Western',)",0.164676,6.0,4.0,1,1957.0
Remarkable Power,Remarkable Power,en,"A late night talk show host masterminds an elaborate scheme to save his canceled show and avenge his wife's affair, entangling an eclectic collection of tinsel towners in the process.",1461977.52,718470.87,91.0,2008-01-01,"('Comedy',)",0.877894,5.0,1.0,1,2008.0
The Lost Arcade,The Lost Arcade,en,"Chinatown Fair opened as a penny arcadeon Mott Street in 1944. Over the decades, the dimly lit gathering place, known for its tic-tac-toe playing chicken, became an institution, surviving turf wars between rival gangs, changing tastes and the explosive growth of home gaming systems like Xbox and Playstation that shuttered most other arcadesin the city. But as the neighborhood gentrified, this haven for a diverse, unlikely community faced its strongest challenge, inspiring its biggest devotees to next-level greatness.",1051325.53,39525284.57,79.0,2015-11-14,"('History', 'Documentary')",0.062544,9.0,1.0,2,2015.0
Vanessa,Vanessa,de,Olivia Pascal stars as Vanessa who was raised in a convent after the death of her parents. Due to an inheritance she travels to Hong Kong to find out the inheritance is a chain of bordellos,733702.26,-50000.0,91.0,1977-03-10,"('Drama',)",0.49856,6.2,3.0,1,1977.0
Elvis & Nixon,Elvis & Nixon,en,"In 1970, a few days before Christmas, Elvis Presley showed up on the White House lawn seeking to be deputized into the Bureau of Narcotics and Dangerous Drugs by the President himself.",11509105.15,1055287.0,87.0,2016-04-22,"('Comedy', 'History')",5.966121,6.0,146.0,2,2016.0
